ID,Name,StudyHours,Attendance,Marks,Result,Grade,PerformanceScore
80,Student_80,2.0,91,63.9,Pass,C,Average
81,Student_81,8.8,93,48.8,Pass,D,Poor
82,Student_82,6.6,51,62.1,Pass,C,Average
83,Student_83,4.0,84,69.99,Pass,C,Average
84,Student_84,1.6,91,41.5,Pass,D,Poor
85,Student_85,3.8,83,48.1,Pass,D,Poor
86,Student_86,3.9,79,97.8,Pass,A+,Excellent
87,Student_87,7.6,62,73.0,Pass,B,Good
88,Student_88,6.7,62,97.9,Pass,A+,Excellent
89,Student_89,9.0,67,65.9,Pass,C,Average
90,Student_90,5.2,81,58.7,Pass,D,Average
91,Student_91,2.1,81,70.4,Pass,B,Good
92,Student_92,7.4,84,66.4,Pass,C,Average
93,Student_93,7.8,88,46.3,Pass,D,Poor
94,Student_94,6.1,95,78.4,Pass,B,Good
95,Student_95,7.9,78,53.0,Pass,D,Average
96,Student_96,5.4,98,77.2,Pass,B,Good
97,Student_97,5.7,78,79.0,Pass,B,Good
98,Student_98,4.8,93,49.1,Pass,D,Poor
99,Student_99,1.2,65,43.7,Pass,D,Poor
100,Student_100,2.0,93,86.8,Pass,A,Excellent
101,Student_101,1.3,96,69.99,Pass,C,Average
102,Student_102,6.7,59,43.5,Pass,D,Poor
103,Student_103,3.8,79,99.7,Pass,A+,Excellent
104,Student_104,5.6,74,43.5,Pass,D,Poor
105,Student_105,9.2,88,81.7,Pass,A,Good
106,Student_106,3.2,69,99.0,Pass,A+,Excellent
107,Student_107,4.7,54,54.4,Pass,D,Average
108,Student_108,7.8,50,48.5,Pass,D,Poor
109,Student_109,3.1,79,47.3,Pass,D,Poor
110,Student_110,1.7,98,58.2,Pass,D,Average
111,Student_111,3.6,52,46.1,Pass,D,Poor
112,Student_112,2.5,94,81.5,Pass,A,Good
113,Student_113,9.4,63,43.7,Pass,D,Poor
114,Student_114,8.3,79,70.6,Pass,B,Good
115,Student_115,6.7,99,99.8,Pass,A+,Excellent
116,Student_116,8.8,53,88.8,Pass,A,Excellent
117,Student_117,8.2,67,76.9,Pass,B,Good
118,Student_118,2.7,86,58.4,Pass,D,Average
119,Student_119,9.0,74,77.4,Pass,B,Good
120,Student_120,5.9,97,71.6,Pass,B,Good
121,Student_121,8.3,50,65.6,Pass,C,Average
122,Student_122,9.1,95,47.8,Pass,D,Poor
123,Student_123,3.9,64,93.2,Pass,A+,Excellent
124,Student_124,2.0,58,67.0,Pass,C,Average
125,Student_125,3.1,64,51.7,Pass,D,Average
126,Student_126,4.8,98,62.1,Pass,C,Average
127,Student_127,8.4,73,64.8,Pass,C,Average
128,Student_128,8.7,53,89.7,Pass,A,Excellent
129,Student_129,1.1,61,84.0,Pass,A,Good
130,Student_130,5.6,86,86.2,Pass,A,Excellent
131,Student_131,4.8,86,40.7,Pass,D,Poor
132,Student_132,3.0,92,65.0,Pass,C,Average
133,Student_133,2.1,55,68.9,Pass,C,Average
134,Student_134,4.0,88,41.2,Pass,D,Poor
135,Student_135,9.5,95,55.6,Pass,D,Average
136,Student_136,3.9,73,85.6,Pass,A,Excellent
137,Student_137,5.7,60,69.99,Pass,C,Average
138,Student_138,7.3,62,72.1,Pass,B,Good
139,Student_139,4.3,83,52.9,Pass,D,Average
140,Student_140,9.7,74,40.7,Pass,D,Poor
141,Student_141,9.7,56,69.99,Pass,C,Average
142,Student_142,3.3,53,98.6,Pass,A+,Excellent
143,Student_143,5.5,57,88.1,Pass,A,Excellent
144,Student_144,3.7,69,97.6,Pass,A+,Excellent
145,Student_145,3.6,78,69.3,Pass,C,Average
146,Student_146,1.3,100,46.6,Pass,D,Poor
147,Student_147,6.5,94,72.9,Pass,B,Good
148,Student_148,5.5,95,67.3,Pass,C,Average
149,Student_149,1.5,59,90.7,Pass,A+,Excellent
150,Student_150,3.5,92,45.9,Pass,D,Poor
151,Student_151,9.2,83,69.3,Pass,C,Average
152,Student_152,3.2,75,49.0,Pass,D,Poor
153,Student_153,2.3,90,59.5,Pass,D,Average
154,Student_154,5.4,98,84.2,Pass,A,Good
155,Student_155,9.9,52,68.6,Pass,C,Average
156,Student_156,3.2,55,62.6,Pass,C,Average
157,Student_157,7.0,54,69.99,Pass,C,Average
158,Student_158,7.9,54,67.6,Pass,C,Average
159,Student_159,3.1,96,87.1,Pass,A,Excellent
160,Student_160,7.6,72,93.5,Pass,A+,Excellent
161,Student_161,4.3,98,97.3,Pass,A+,Excellent
162,Student_162,6.7,58,87.2,Pass,A,Excellent
163,Student_163,6.7,84,58.9,Pass,D,Average
164,Student_164,5.8,69,81.3,Pass,A,Good
165,Student_165,1.8,98,66.3,Pass,C,Average
166,Student_166,8.5,91,55.3,Pass,D,Average
167,Student_167,3.9,84,90.5,Pass,A+,Excellent
168,Student_168,2.7,99,42.3,Pass,D,Poor
169,Student_169,1.4,67,94.1,Pass,A+,Excellent
170,Student_170,6.3,66,67.7,Pass,C,Average
171,Student_171,7.1,73,78.2,Pass,B,Good
172,Student_172,1.1,52,79.6,Pass,B,Good
173,Student_173,5.6,81,93.7,Pass,A+,Excellent
174,Student_174,3.0,84,78.2,Pass,B,Good
175,Student_175,6.8,87,69.99,Pass,C,Average
176,Student_176,2.6,62,44.0,Pass,D,Poor
177,Student_177,7.2,96,69.99,Pass,C,Average
178,Student_178,4.5,74,49.0,Pass,D,Poor
179,Student_179,9.4,58,84.2,Pass,A,Good
180,Student_180,2.2,53,70.7,Pass,B,Good
181,Student_181,4.1,63,80.8,Pass,A,Good
182,Student_182,2.0,86,42.5,Pass,D,Poor
183,Student_183,9.3,83,45.1,Pass,D,Poor
184,Student_184,8.9,60,83.0,Pass,A,Good
185,Student_185,3.3,90,44.3,Pass,D,Poor
186,Student_186,6.9,52,44.3,Pass,D,Poor
187,Student_187,8.4,77,40.7,Pass,D,Poor
188,Student_188,6.0,78,97.4,Pass,A+,Excellent
189,Student_189,5.8,58,84.3,Pass,A,Good
190,Student_190,3.2,52,61.2,Pass,C,Average
191,Student_191,1.8,74,57.8,Pass,D,Average
192,Student_192,9.1,83,61.0,Pass,C,Average
193,Student_193,9.1,61,86.5,Pass,A,Excellent
194,Student_194,6.7,91,79.7,Pass,B,Good
195,Student_195,4.1,58,51.1,Pass,D,Average
196,Student_196,4.1,64,50.4,Pass,D,Average
197,Student_197,7.5,89,45.9,Pass,D,Poor
198,Student_198,9.1,74,69.99,Pass,C,Average
199,Student_199,9.0,54,85.9,Pass,A,Excellent
200,Student_200,8.0,60,55.9,Pass,D,Average
201,Student_201,6.8,83,41.3,Pass,D,Poor
202,Student_202,1.8,73,44.9,Pass,D,Poor
203,Student_203,2.5,64,98.1,Pass,A+,Excellent
204,Student_204,9.1,87,57.7,Pass,D,Average
205,Student_205,6.5,57,86.2,Pass,A,Excellent
206,Student_206,1.1,54,77.5,Pass,B,Good
207,Student_207,1.9,97,62.9,Pass,C,Average
208,Student_208,7.0,75,52.3,Pass,D,Average
209,Student_209,1.0,67,47.3,Pass,D,Poor
210,Student_210,2.4,55,76.9,Pass,B,Good
211,Student_211,5.9,86,86.5,Pass,A,Excellent
212,Student_212,7.2,97,78.6,Pass,B,Good
213,Student_213,6.9,62,71.8,Pass,B,Good
214,Student_214,3.0,77,42.5,Pass,D,Poor
215,Student_215,7.4,54,98.1,Pass,A+,Excellent
216,Student_216,3.1,62,87.9,Pass,A,Excellent
217,Student_217,3.9,66,57.6,Pass,D,Average
218,Student_218,7.7,99,69.99,Pass,C,Average
219,Student_219,6.8,89,76.1,Pass,B,Good
220,Student_220,8.6,94,74.9,Pass,B,Good
221,Student_221,6.9,81,84.9,Pass,A,Good
222,Student_222,6.1,78,88.7,Pass,A,Excellent
223,Student_223,1.8,100,79.4,Pass,B,Good
224,Student_224,4.3,52,47.7,Pass,D,Poor
225,Student_225,3.4,89,60.3,Pass,C,Average
226,Student_226,3.2,83,95.7,Pass,A+,Excellent
227,Student_227,9.8,89,53.5,Pass,D,Average
228,Student_228,4.5,76,62.3,Pass,C,Average
229,Student_229,9.0,62,65.9,Pass,C,Average
230,Student_230,6.7,94,66.4,Pass,C,Average
231,Student_231,8.2,82,76.8,Pass,B,Good
232,Student_232,5.5,55,96.6,Pass,A+,Excellent
233,Student_233,6.2,73,54.4,Pass,D,Average
234,Student_234,5.4,68,47.3,Pass,D,Poor
235,Student_235,2.8,65,69.99,Pass,C,Average
236,Student_236,7.5,89,93.2,Pass,A+,Excellent
237,Student_237,3.5,77,78.7,Pass,B,Good
238,Student_238,1.2,82,57.2,Pass,D,Average
239,Student_239,6.8,97,89.0,Pass,A,Excellent
240,Student_240,2.6,90,91.7,Pass,A+,Excellent
241,Student_241,9.5,62,90.8,Pass,A+,Excellent
242,Student_242,9.6,92,95.1,Pass,A+,Excellent
243,Student_243,9.2,94,55.1,Pass,D,Average
244,Student_244,4.3,74,85.3,Pass,A,Excellent
245,Student_245,1.1,91,67.6,Pass,C,Average
246,Student_246,9.4,85,90.5,Pass,A+,Excellent
247,Student_247,4.9,76,83.7,Pass,A,Good
248,Student_248,9.7,87,86.6,Pass,A,Excellent
249,Student_249,9.7,56,79.4,Pass,B,Good
250,Student_250,8.7,54,50.6,Pass,D,Average
251,Student_251,3.7,92,72.7,Pass,B,Good
252,Student_252,4.5,94,99.1,Pass,A+,Excellent
253,Student_253,8.7,100,96.2,Pass,A+,Excellent
254,Student_254,3.9,80,42.6,Pass,D,Poor
255,Student_255,2.5,72,49.9,Pass,D,Poor
256,Student_256,6.0,91,47.9,Pass,D,Poor
257,Student_257,9.4,59,83.6,Pass,A,Good
258,Student_258,7.3,81,89.1,Pass,A,Excellent
259,Student_259,6.1,92,52.8,Pass,D,Average
260,Student_260,1.9,79,70.4,Pass,B,Good
261,Student_261,6.5,88,90.4,Pass,A+,Excellent
262,Student_262,9.9,80,84.0,Pass,A,Good
263,Student_263,2.3,67,72.5,Pass,B,Good
264,Student_264,5.7,85,75.4,Pass,B,Good
265,Student_265,8.9,51,70.5,Pass,B,Good
266,Student_266,7.7,63,57.9,Pass,D,Average
267,Student_267,7.3,62,73.9,Pass,B,Good
268,Student_268,7.3,78,81.3,Pass,A,Good
269,Student_269,4.2,61,92.4,Pass,A+,Excellent
270,Student_270,3.6,88,78.2,Pass,B,Good
271,Student_271,8.3,51,85.7,Pass,A,Excellent
272,Student_272,8.3,81,49.6,Pass,D,Poor
273,Student_273,8.8,62,67.7,Pass,C,Average
274,Student_274,9.2,95,40.6,Pass,D,Poor
275,Student_275,5.6,76,54.8,Pass,D,Average
276,Student_276,5.5,98,83.6,Pass,A,Good
277,Student_277,8.2,90,99.5,Pass,A+,Excellent
278,Student_278,6.8,66,46.0,Pass,D,Poor
279,Student_279,7.3,89,64.1,Pass,C,Average
280,Student_280,8.2,80,88.0,Pass,A,Excellent
281,Student_281,9.0,83,52.2,Pass,D,Average
282,Student_282,4.0,73,73.3,Pass,B,Good
283,Student_283,4.4,94,84.0,Pass,A,Good
284,Student_284,1.8,84,77.0,Pass,B,Good
285,Student_285,6.2,97,51.3,Pass,D,Average
286,Student_286,1.3,55,61.3,Pass,C,Average
287,Student_287,5.2,68,87.0,Pass,A,Excellent
288,Student_288,5.9,79,73.3,Pass,B,Good
289,Student_289,3.6,56,40.3,Pass,D,Poor
290,Student_290,6.3,59,85.7,Pass,A,Excellent
291,Student_291,1.3,90,42.1,Pass,D,Poor
292,Student_292,1.3,81,84.7,Pass,A,Good
293,Student_293,8.4,83,52.1,Pass,D,Average
294,Student_294,4.2,77,97.5,Pass,A+,Excellent
295,Student_295,2.1,64,62.1,Pass,C,Average
296,Student_296,5.7,79,59.6,Pass,D,Average
297,Student_297,7.9,86,48.9,Pass,D,Poor
298,Student_298,2.9,78,58.3,Pass,D,Average
299,Student_299,6.6,71,92.6,Pass,A+,Excellent
300,Student_300,1.8,53,99.8,Pass,A+,Excellent
301,Student_301,1.5,69,62.1,Pass,C,Average
302,Student_302,5.8,81,66.9,Pass,C,Average
303,Student_303,5.9,85,83.3,Pass,A,Good
304,Student_304,6.7,99,93.2,Pass,A+,Excellent
305,Student_305,7.5,53,75.6,Pass,B,Good
306,Student_306,9.8,76,63.5,Pass,C,Average
307,Student_307,5.6,66,64.8,Pass,C,Average
308,Student_308,3.9,61,81.7,Pass,A,Good
309,Student_309,8.2,71,40.2,Pass,D,Poor
310,Student_310,3.4,66,77.2,Pass,B,Good
311,Student_311,5.0,59,61.3,Pass,C,Average
312,Student_312,1.7,50,87.7,Pass,A,Excellent
313,Student_313,1.2,71,45.6,Pass,D,Poor
314,Student_314,9.7,75,75.3,Pass,B,Good
315,Student_315,8.5,67,68.9,Pass,C,Average
316,Student_316,7.3,99,78.5,Pass,B,Good
317,Student_317,4.7,63,43.9,Pass,D,Poor
318,Student_318,2.6,96,74.8,Pass,B,Good
319,Student_319,2.4,78,73.7,Pass,B,Good
320,Student_320,3.3,61,73.6,Pass,B,Good
321,Student_321,5.9,85,76.2,Pass,B,Good
322,Student_322,7.4,84,80.6,Pass,A,Good
323,Student_323,6.9,61,88.3,Pass,A,Excellent
324,Student_324,3.5,56,56.2,Pass,D,Average
325,Student_325,9.6,78,89.5,Pass,A,Excellent
326,Student_326,7.6,60,69.9,Pass,C,Average
327,Student_327,6.0,82,44.6,Pass,D,Poor
328,Student_328,6.5,55,43.5,Pass,D,Poor
329,Student_329,4.8,96,60.1,Pass,C,Average
330,Student_330,3.2,64,87.1,Pass,A,Excellent
331,Student_331,4.2,81,82.5,Pass,A,Good
332,Student_332,7.8,100,87.3,Pass,A,Excellent
333,Student_333,1.1,60,71.0,Pass,B,Good
334,Student_334,2.0,72,66.4,Pass,C,Average
335,Student_335,1.4,75,48.8,Pass,D,Poor
336,Student_336,1.4,83,59.7,Pass,D,Average
337,Student_337,8.7,95,66.0,Pass,C,Average
338,Student_338,7.3,83,45.3,Pass,D,Poor
339,Student_339,5.3,78,53.2,Pass,D,Average
340,Student_340,1.9,53,75.9,Pass,B,Good
341,Student_341,5.4,66,84.1,Pass,A,Good
342,Student_342,5.3,84,99.9,Pass,A+,Excellent
343,Student_343,2.6,62,96.0,Pass,A+,Excellent
344,Student_344,4.9,90,78.6,Pass,B,Good
345,Student_345,4.6,88,65.3,Pass,C,Average
346,Student_346,6.5,64,78.2,Pass,B,Good
347,Student_347,6.7,78,87.1,Pass,A,Excellent
348,Student_348,1.4,78,47.1,Pass,D,Poor
349,Student_349,4.4,60,64.6,Pass,C,Average
350,Student_350,6.6,81,90.4,Pass,A+,Excellent
351,Student_351,5.5,51,63.0,Pass,C,Average
352,Student_352,8.7,96,74.3,Pass,B,Good
353,Student_353,6.9,63,75.3,Pass,B,Good
354,Student_354,2.5,69,51.1,Pass,D,Average
355,Student_355,1.6,71,61.7,Pass,C,Average
356,Student_356,6.8,60,60.1,Pass,C,Average
357,Student_357,1.2,76,41.6,Pass,D,Poor
358,Student_358,6.3,52,41.5,Pass,D,Poor
359,Student_359,9.5,66,89.9,Pass,A,Excellent
360,Student_360,6.2,93,56.4,Pass,D,Average
361,Student_361,4.5,77,71.1,Pass,B,Good
362,Student_362,6.8,78,57.9,Pass,D,Average
363,Student_363,5.1,70,96.4,Pass,A+,Excellent
364,Student_364,5.9,96,55.6,Pass,D,Average
365,Student_365,9.5,65,65.8,Pass,C,Average
366,Student_366,4.5,86,92.4,Pass,A+,Excellent
367,Student_367,9.7,69,90.5,Pass,A+,Excellent
368,Student_368,9.1,55,51.2,Pass,D,Average
369,Student_369,2.8,68,88.2,Pass,A,Excellent
370,Student_370,1.6,54,67.5,Pass,C,Average
371,Student_371,1.9,52,69.0,Pass,C,Average
372,Student_372,1.2,50,48.0,Pass,D,Poor
373,Student_373,1.8,87,44.8,Pass,D,Poor
374,Student_374,7.1,64,83.7,Pass,A,Good
375,Student_375,1.6,83,69.8,Pass,C,Average
376,Student_376,3.9,84,66.2,Pass,C,Average
377,Student_377,8.6,98,83.8,Pass,A,Good
378,Student_378,1.2,74,85.9,Pass,A,Excellent
379,Student_379,8.3,73,49.5,Pass,D,Poor
380,Student_380,3.5,61,76.6,Pass,B,Good
381,Student_381,2.1,67,48.1,Pass,D,Poor
382,Student_382,7.3,64,85.1,Pass,A,Excellent
383,Student_383,6.7,93,79.4,Pass,B,Good
384,Student_384,8.9,65,97.4,Pass,A+,Excellent
385,Student_385,7.6,76,44.1,Pass,D,Poor
386,Student_386,8.2,57,43.4,Pass,D,Poor
387,Student_387,3.5,95,56.9,Pass,D,Average
388,Student_388,2.6,74,55.7,Pass,D,Average
389,Student_389,7.8,66,54.8,Pass,D,Average
390,Student_390,8.3,78,94.4,Pass,A+,Excellent
391,Student_391,9.9,57,55.0,Pass,D,Average
392,Student_392,4.7,64,56.3,Pass,D,Average
393,Student_393,4.3,76,85.6,Pass,A,Excellent
394,Student_394,8.0,95,67.0,Pass,C,Average
395,Student_395,4.1,99,86.6,Pass,A,Excellent
396,Student_396,9.4,56,43.9,Pass,D,Poor
397,Student_397,8.7,52,69.3,Pass,C,Average
398,Student_398,4.9,78,42.0,Pass,D,Poor
399,Student_399,7.8,93,43.8,Pass,D,Poor
400,Student_400,7.8,73,94.4,Pass,A+,Excellent
401,Student_401,1.9,52,69.99,Pass,C,Average
402,Student_402,9.1,69,71.9,Pass,B,Good
403,Student_403,5.5,95,64.7,Pass,C,Average
404,Student_404,8.4,64,60.8,Pass,C,Average
405,Student_405,3.9,74,94.0,Pass,A+,Excellent
406,Student_406,9.1,79,41.3,Pass,D,Poor
407,Student_407,4.5,63,79.8,Pass,B,Good
408,Student_408,1.1,56,97.8,Pass,A+,Excellent
409,Student_409,9.1,66,73.6,Pass,B,Good
410,Student_410,1.8,93,96.2,Pass,A+,Excellent
411,Student_411,3.9,69,43.1,Pass,D,Poor
412,Student_412,9.6,85,65.1,Pass,C,Average
413,Student_413,9.6,58,55.6,Pass,D,Average
414,Student_414,6.2,87,83.8,Pass,A,Good
415,Student_415,6.7,97,98.9,Pass,A+,Excellent
416,Student_416,5.0,71,55.4,Pass,D,Average
417,Student_417,3.6,51,79.3,Pass,B,Good
418,Student_418,4.0,73,51.9,Pass,D,Average
419,Student_419,7.1,57,73.9,Pass,B,Good
420,Student_420,7.8,60,67.8,Pass,C,Average
421,Student_421,8.1,62,69.99,Pass,C,Average
422,Student_422,8.1,66,76.5,Pass,B,Good
423,Student_423,1.8,57,61.0,Pass,C,Average
424,Student_424,5.4,70,46.8,Pass,D,Poor
425,Student_425,1.5,67,49.1,Pass,D,Poor
426,Student_426,5.9,79,53.5,Pass,D,Average
427,Student_427,5.0,67,55.1,Pass,D,Average
428,Student_428,9.0,95,69.99,Pass,C,Average
429,Student_429,4.2,96,73.7,Pass,B,Good
430,Student_430,2.1,80,71.4,Pass,B,Good
431,Student_431,2.3,87,46.9,Pass,D,Poor
432,Student_432,7.9,81,91.6,Pass,A+,Excellent
433,Student_433,6.6,60,83.4,Pass,A,Good
434,Student_434,1.9,94,44.1,Pass,D,Poor
435,Student_435,1.8,74,82.5,Pass,A,Good
436,Student_436,7.3,82,72.6,Pass,B,Good
437,Student_437,1.7,87,44.9,Pass,D,Poor
438,Student_438,8.4,90,67.5,Pass,C,Average
439,Student_439,7.4,57,69.1,Pass,C,Average
440,Student_440,1.7,60,49.9,Pass,D,Poor
441,Student_441,1.8,71,96.7,Pass,A+,Excellent
442,Student_442,9.9,100,91.0,Pass,A+,Excellent
443,Student_443,4.4,73,80.1,Pass,A,Good
444,Student_444,4.3,90,67.7,Pass,C,Average
445,Student_445,8.3,66,64.7,Pass,C,Average
446,Student_446,9.5,61,79.1,Pass,B,Good
447,Student_447,9.9,95,72.7,Pass,B,Good
448,Student_448,7.8,81,43.7,Pass,D,Poor
449,Student_449,4.4,64,70.8,Pass,B,Good
450,Student_450,1.8,65,88.4,Pass,A,Excellent
451,Student_451,8.0,71,67.6,Pass,C,Average
452,Student_452,6.0,77,69.99,Pass,C,Average
453,Student_453,4.8,69,87.2,Pass,A,Excellent
454,Student_454,9.2,82,52.1,Pass,D,Average
455,Student_455,2.0,59,55.5,Pass,D,Average
456,Student_456,5.4,89,49.9,Pass,D,Poor
457,Student_457,1.1,81,59.8,Pass,D,Average
458,Student_458,5.2,99,85.4,Pass,A,Excellent
459,Student_459,1.5,82,71.2,Pass,B,Good
460,Student_460,2.1,51,52.3,Pass,D,Average
461,Student_461,2.1,82,92.7,Pass,A+,Excellent
462,Student_462,6.8,82,92.8,Pass,A+,Excellent
463,Student_463,7.7,90,92.2,Pass,A+,Excellent
464,Student_464,6.3,62,54.3,Pass,D,Average
465,Student_465,9.7,79,67.1,Pass,C,Average
466,Student_466,4.4,82,99.1,Pass,A+,Excellent
467,Student_467,3.6,62,86.3,Pass,A,Excellent
468,Student_468,8.8,75,41.6,Pass,D,Poor
469,Student_469,3.0,71,43.9,Pass,D,Poor
470,Student_470,9.7,88,67.8,Pass,C,Average
471,Student_471,1.1,51,69.99,Pass,C,Average
472,Student_472,9.7,87,72.3,Pass,B,Good
473,Student_473,1.4,88,69.9,Pass,C,Average
474,Student_474,9.0,75,46.3,Pass,D,Poor
475,Student_475,5.7,95,79.4,Pass,B,Good
476,Student_476,9.9,99,89.3,Pass,A,Excellent
477,Student_477,1.7,64,62.8,Pass,C,Average
478,Student_478,6.0,83,86.5,Pass,A,Excellent
479,Student_479,9.7,91,97.9,Pass,A+,Excellent
480,Student_480,5.7,93,52.2,Pass,D,Average
481,Student_481,6.7,98,71.4,Pass,B,Good
482,Student_482,7.3,89,57.2,Pass,D,Average
483,Student_483,5.1,60,87.6,Pass,A,Excellent
484,Student_484,6.6,52,74.7,Pass,B,Good
485,Student_485,6.3,55,78.1,Pass,B,Good
486,Student_486,9.1,58,87.9,Pass,A,Excellent
487,Student_487,1.4,55,63.8,Pass,C,Average
488,Student_488,3.5,58,94.9,Pass,A+,Excellent
489,Student_489,9.6,88,72.0,Pass,B,Good
490,Student_490,9.0,80,49.5,Pass,D,Poor
491,Student_491,5.1,81,81.8,Pass,A,Good
492,Student_492,6.6,90,87.6,Pass,A,Excellent
493,Student_493,3.5,99,59.0,Pass,D,Average
494,Student_494,2.7,61,91.4,Pass,A+,Excellent
495,Student_495,5.2,57,94.4,Pass,A+,Excellent
496,Student_496,4.2,57,56.6,Pass,D,Average
497,Student_497,6.3,99,99.0,Pass,A+,Excellent
498,Student_498,1.7,77,48.4,Pass,D,Poor
499,Student_499,9.8,69,52.1,Pass,D,Average
500,Student_500,9.9,96,51.1,Pass,D,Average
501,Student_501,7.3,56,93.6,Pass,A+,Excellent
502,Student_502,5.8,60,79.3,Pass,B,Good
503,Student_503,3.8,69,49.1,Pass,D,Poor
504,Student_504,8.3,65,66.4,Pass,C,Average
505,Student_505,7.2,53,76.9,Pass,B,Good
506,Student_506,2.5,55,45.0,Pass,D,Poor
507,Student_507,9.2,71,92.9,Pass,A+,Excellent
508,Student_508,8.4,75,88.2,Pass,A,Excellent
509,Student_509,9.5,52,70.3,Pass,B,Good
510,Student_510,7.5,90,98.0,Pass,A+,Excellent
511,Student_511,6.5,91,65.1,Pass,C,Average
512,Student_512,4.8,63,99.0,Pass,A+,Excellent
513,Student_513,9.4,60,80.1,Pass,A,Good
514,Student_514,8.8,67,78.1,Pass,B,Good
515,Student_515,1.4,61,50.0,Pass,D,Average
516,Student_516,1.2,72,92.9,Pass,A+,Excellent
517,Student_517,4.4,61,65.6,Pass,C,Average
518,Student_518,8.3,62,49.7,Pass,D,Poor
